Trial	ObjID	LocID	FB	Task	RT	Stim
1	241	1	1	-2	652	4010	
2	124	4	1	-2	552	9999	
3	245	2	1	-2	669	15988	
4	75	3	1	-2	591	27977	
5	206	2	1	-2	552	33972	
6	190	4	1	-2	654	41961	
7	95	1	1	-2	523	51952	
8	172	3	1	-2	588	59945	
9	19	3	1	-1	636	65936	
10	27	1	1	-1	685	71926	
11	102	2	1	-1	535	77915	
12	156	4	1	-1	571	85904	
13	253	3	1	-1	554	93895	
14	176	2	1	-1	586	99886	
15	89	4	1	-1	557	109875	
16	161	1	1	-1	507	119868	
17	160	1	1	2	590	129861	
18	199	4	1	2	654	137854	
19	167	2	1	2	521	145846	
20	46	3	1	2	604	153837	
21	155	3	1	2	641	165828	
22	4	4	1	2	636	171823	
23	70	2	1	2	621	179812	
24	94	1	1	2	569	185803	
25	80	1	0	2	507	195792	
26	96	3	0	2	555	203785	
27	123	4	0	2	621	211777	
28	8	2	0	2	702	217768	
29	45	2	0	2	554	225757	
30	136	3	0	2	556	235748	
31	43	4	0	2	636	241741	
32	238	1	0	2	936	247730	
33	151	3	1	1	653	253719	
34	178	1	1	1	656	263708	
35	130	4	1	1	569	269718	
36	120	2	1	1	535	275707	
37	38	2	1	1	541	287697	
38	47	1	1	1	669	293692	
39	147	4	1	1	686	299681	
40	20	3	1	1	721	307670	
41	175	1	0	1	690	317661	
42	98	3	0	1	621	325654	
43	59	4	0	1	675	337645	
44	215	2	0	1	1289	345640	
45	170	3	0	1	588	353631	
46	242	2	0	1	654	361623	
47	143	1	0	1	754	369614	
48	232	4	0	1	704	377605	
49	157	4	1	-2	706	387596	
50	180	1	1	-2	654	395589	
51	91	2	1	-2	686	401580	
52	234	3	1	-2	736	407569	
53	58	1	1	-2	569	413558	
54	88	2	1	-2	536	419564	
55	54	4	1	-2	573	429553	
56	235	3	1	-2	554	437547	
57	76	1	1	2	535	443538	
58	52	2	1	2	556	453527	
59	67	4	1	2	736	459520	
60	256	3	1	2	586	465509	
61	13	1	1	2	553	471498	
62	150	4	1	2	536	477487	
63	84	2	1	2	727	491493	
64	210	3	1	2	605	499490	
65	153	3	0	2	669	505481	
66	140	4	0	2	821	513470	
67	117	1	0	2	786	519462	
68	21	2	0	2	736	525451	
69	259	1	0	2	836	531440	
70	25	4	0	2	903	537429	
71	191	3	0	2	803	543418	
72	104	2	0	2	785	549407	
73	158	1	1	1	771	557397	
74	152	2	1	1	602	563388	
75	18	3	1	1	742	575377	
76	1	4	1	1	552	581372	
77	36	1	1	1	655	589361	
78	12	3	1	1	688	597352	
79	264	4	1	1	605	605343	
80	33	2	1	1	795	621334	
81	118	1	0	1	709	633333	
82	107	3	0	1	794	647328	
83	56	4	0	1	870	653325	
84	240	2	0	1	870	659331	
85	187	3	0	1	788	667320	
86	237	2	0	1	735	673312	
87	250	1	0	1	706	683301	
88	194	4	0	1	1153	689294	
89	174	1	1	-1	855	4007	
90	35	2	1	-1	771	12015	
91	31	4	1	-1	653	18006	
92	110	3	1	-1	607	28012	
93	29	4	1	-1	657	38005	
94	247	2	1	-1	569	43998	
95	128	1	1	-1	605	52004	
96	121	3	1	-1	571	59995	
97	201	4	1	-1	604	67986	
98	171	3	1	-1	735	73978	
99	114	2	1	-1	523	83967	
100	60	1	1	-1	554	91960	
101	164	3	1	2	654	99951	
102	103	2	1	2	836	105942	
103	23	4	1	2	556	115931	
104	214	1	1	2	744	129924	
105	229	4	1	2	621	137921	
106	173	1	1	2	605	145912	
107	255	3	1	2	754	153904	
108	129	2	1	2	589	163895	
109	132	2	0	2	512	179888	
110	11	4	0	2	554	187887	
111	231	3	0	2	652	193878	
112	207	1	0	2	836	199867	
113	57	2	0	2	536	205856	
114	26	3	0	2	571	213845	
115	135	4	0	2	569	219836	
116	41	1	0	2	821	227842	
117	159	4	1	1	555	235833	
