Trial	ObjID	LocID	FB	Task	RT	Stim
1	34	2	1	-2	635	4018	
2	66	4	1	-2	572	14007	
3	191	3	1	-2	637	22016	
4	213	1	1	-2	572	32008	
5	221	4	1	-2	652	38001	
6	135	3	1	-2	735	44007	
7	242	2	1	-2	756	53996	
8	173	1	1	-2	756	63989	
9	58	1	1	-1	1085	69999	
10	88	2	1	-1	637	77988	
11	105	3	1	-1	485	83996	
12	123	4	1	-1	572	93985	
13	26	1	1	-1	621	101978	
14	15	3	1	-1	602	107986	
15	97	4	1	-1	585	113975	
16	65	2	1	-1	652	119981	
17	240	2	1	1	569	125970	
18	37	4	1	1	587	133976	
19	215	1	1	1	656	143967	
20	226	3	1	1	708	155960	
21	60	4	1	1	587	163972	
22	230	2	1	1	774	175963	
23	144	3	1	1	585	181958	
24	145	1	1	1	635	187964	
25	118	2	0	1	537	195953	
26	83	3	0	1	756	205960	
27	139	4	0	1	637	213954	
28	228	1	0	1	669	219945	
29	32	4	0	1	641	231951	
30	222	2	0	1	668	237946	
31	130	3	0	1	685	243935	
32	194	1	0	1	602	249941	
33	174	2	1	2	587	257930	
34	198	4	1	2	668	263938	
35	252	3	1	2	587	271927	
36	91	1	1	2	637	279935	
37	4	3	1	2	743	293926	
38	227	1	1	2	654	301923	
39	148	4	1	2	975	313914	
40	208	2	1	2	602	319909	
41	236	1	0	2	535	325915	
42	197	2	0	2	537	333904	
43	211	4	0	2	735	339912	
44	99	3	0	2	554	347901	
45	201	3	0	2	589	357909	
46	185	1	0	2	1204	365902	
47	87	2	0	2	852	371893	
48	112	4	0	2	522	381899	
49	101	1	1	-2	635	387892	
50	146	2	1	-2	555	395897	
51	255	3	1	-2	902	401889	
52	261	4	1	-2	602	407878	
53	113	2	1	-2	652	413884	
54	119	1	1	-2	571	421889	
55	17	3	1	-2	674	433881	
56	224	4	1	-2	672	443876	
57	82	3	1	1	687	451869	
58	250	2	1	1	735	457876	
59	154	4	1	1	654	465866	
60	178	1	1	1	587	473857	
61	68	3	1	1	568	479865	
62	192	1	1	1	685	485921	
63	142	4	1	1	537	493910	
64	238	2	1	1	835	499901	
65	206	4	0	1	604	507907	
66	225	2	0	1	535	513898	
67	106	1	0	1	602	519904	
68	8	3	0	1	693	533910	
69	18	4	0	1	752	539907	
70	248	1	0	1	735	545896	
71	143	3	0	1	869	551885	
72	98	2	0	1	668	557891	
73	164	4	1	2	769	563880	
74	260	1	1	2	622	573886	
75	35	3	1	2	835	579879	
76	114	2	1	2	670	587885	
77	74	2	1	2	572	597876	
78	25	4	1	2	652	603869	
79	109	3	1	2	637	611875	
80	125	1	1	2	570	619866	
81	10	2	0	2	737	627874	
82	160	4	0	2	554	635865	
83	167	1	0	2	769	641856	
84	48	3	0	2	535	647862	
85	162	3	0	2	604	655851	
86	212	4	0	2	945	671859	
87	177	1	0	2	885	677857	
88	253	2	0	2	871	685847	
89	166	1	1	-1	1172	4013	
90	36	3	1	-1	802	10022	
91	188	4	1	-1	1336	16011	
92	19	2	1	-1	835	22017	
93	24	1	1	-1	604	30006	
94	27	2	1	-1	774	42014	
95	200	4	1	-1	902	48009	
96	84	3	1	-1	835	53998	
97	30	3	1	-1	652	60004	
98	100	4	1	-1	686	66009	
99	233	2	1	-1	585	71999	
100	147	1	1	-1	654	79988	
101	205	3	1	1	604	87996	
102	170	2	1	1	756	97987	
103	171	1	1	1	802	103980	
104	140	4	1	1	485	109986	
105	138	1	1	1	670	117992	
106	128	3	1	1	585	123983	
107	180	4	1	1	587	131972	
108	44	2	1	1	735	137980	
