Trial	ObjID	LocID	FB	Task	RT	Stim
1	173	3	1	-2	703	4015	
2	228	2	1	-2	871	12005	
3	45	1	1	-2	727	26012	
4	163	4	1	-2	755	34025	
5	179	4	1	-2	955	42016	
6	78	3	1	-2	936	48007	
7	21	2	1	-2	672	57996	
8	139	1	1	-2	686	63988	
9	148	2	1	-1	756	73977	
10	156	3	1	-1	687	81970	
11	81	1	1	-1	636	87977	
12	250	4	1	-1	755	95966	
13	2	1	1	-1	688	103957	
14	90	3	1	-1	1088	111948	
15	112	2	1	-1	675	123955	
16	129	4	1	-1	521	131950	
17	166	1	1	2	970	137957	
18	26	3	1	2	269	143946	
19	141	2	1	2	554	151935	
20	159	4	1	2	652	157926	
21	24	4	1	2	754	165915	
22	28	3	1	2	604	173922	
23	87	1	1	2	736	179913	
24	142	2	1	2	636	185902	
25	134	2	0	2	571	193891	
26	155	1	0	2	1269	199898	
27	126	4	0	2	836	205887	
28	256	3	0	2	621	213876	
29	239	2	0	2	1021	221867	
30	206	3	0	2	742	233874	
31	8	1	0	2	889	243869	
32	131	4	0	2	1053	249878	
33	168	1	1	1	1188	257867	
34	10	2	1	1	704	265858	
35	203	4	1	1	571	273865	
36	118	3	1	1	486	279856	
37	238	3	1	1	752	285845	
38	157	2	1	1	752	291834	
39	61	1	1	1	571	299823	
40	91	4	1	1	795	315830	
41	254	2	0	1	803	321845	
42	264	3	0	1	892	333834	
43	108	4	0	1	1500	339845	
44	3	1	0	1	1236	345834	
45	255	1	0	1	804	353823	
46	178	3	0	1	586	359814	
47	146	4	0	1	923	369803	
48	56	2	0	1	1500	375812	
49	84	3	1	-2	102	381801	
50	104	4	1	-2	652	387790	
51	115	2	1	-2	721	395779	
52	77	1	1	-2	836	401786	
53	167	1	1	-2	686	407775	
54	51	4	1	-2	656	417764	
55	92	2	1	-2	685	423757	
56	248	3	1	-2	671	431746	
57	175	3	1	2	1500	437753	
58	229	2	1	2	1036	443742	
59	245	4	1	2	675	455731	
60	53	1	1	2	953	461742	
61	41	2	1	2	936	467731	
62	208	3	1	2	836	473720	
63	18	1	1	2	1075	485709	
64	138	4	1	2	773	495703	
65	97	4	0	2	790	505696	
66	52	3	0	2	855	513705	
67	40	1	0	2	1007	523696	
68	211	2	0	2	1088	531689	
69	31	3	0	2	1103	537696	
70	128	2	0	2	986	543685	
71	207	4	0	2	1036	549674	
72	233	1	0	2	1036	555663	
73	68	2	1	1	1500	569652	
74	93	1	1	1	636	575648	
75	133	4	1	1	654	583637	
76	187	3	1	1	636	589628	
77	4	3	1	1	554	597617	
78	149	1	1	1	571	605624	
79	13	4	1	1	556	615615	
80	103	2	1	1	735	621608	
81	209	1	0	1	802	627613	
82	107	3	0	1	855	635602	
83	23	4	0	1	956	645593	
84	63	2	0	1	1207	655602	
85	222	3	0	1	754	663595	
86	205	1	0	1	1153	669586	
87	260	2	0	1	870	675591	
88	98	4	0	1	775	687580	
89	210	3	1	-1	687	4014	
90	246	1	1	-1	586	10021	
91	71	2	1	-1	702	16010	
92	225	4	1	-1	802	21999	
93	164	2	1	-1	604	29988	
94	50	3	1	-1	808	41995	
95	226	4	1	-1	786	47990	
96	244	1	1	-1	669	53979	
97	48	1	1	-1	870	59984	
98	198	4	1	-1	706	69973	
99	177	2	1	-1	656	79966	
100	86	3	1	-1	921	87975	
101	89	3	1	2	1500	93966	
102	193	2	1	2	652	99955	
103	190	1	1	2	671	107944	
104	22	4	1	2	821	115951	
105	236	2	1	2	1021	123942	
106	16	3	1	2	854	131933	
107	119	1	1	2	936	137940	
108	249	4	1	2	836	143929	
109	47	3	0	2	704	151918	
110	137	1	0	2	1500	157909	
111	242	2	0	2	656	167898	
112	170	4	0	2	736	173907	
113	162	4	0	2	854	181896	
114	247	1	0	2	936	187887	
115	224	3	0	2	904	195876	
116	240	2	0	2	936	201883	
117	181	1	1	1	1288	209872	
118	106	3	1	1	554	217863	
119	223	4	1	1	603	223870	
120	39	2	1	1	554	231859	
121	195	3	1	1	521	239850	
122	25	4	1	1	674	251841	
123	122	1	1	1	756	261835	
124	202	2	1	1	688	269828	
125	65	4	0	1	689	279819	
126	49	2	0	1	855	287811	
127	253	3	0	1	556	297802	
128	214	1	0	1	752	303795	
129	42	4	0	1	927	317800	
130	221	3	0	1	1069	323797	
131	58	2	0	1	721	331802	
132	234	1	0	1	1136	337793	
133	79	4	1	-2	1136	343782	
134	38	2	1	-2	641	355771	
135	60	1	1	-2	555	363765	
136	117	3	1	-2	855	371756	
137	130	4	1	-2	689	381747	
138	189	2	1	-2	656	391756	
139	219	1	1	-2	869	397749	
140	165	3	1	-2	671	405738	
141	150	3	1	2	669	411745	
142	19	2	1	2	736	417734	
143	188	1	1	2	773	427723	
144	55	4	1	2	771	435716	
145	113	3	1	2	1287	441723	
146	64	2	1	2	604	449712	
147	263	4	1	2	802	455703	
148	59	1	1	2	602	461692	
149	43	2	0	2	656	471681	
