Trial	ObjID	LocID	FB	Task	RT	Stim
1	204	1	1	-2	748	4017	
2	42	3	1	-2	703	10018	
3	110	4	1	-2	686	16007	
4	186	2	1	-2	756	25996	
5	213	4	1	-2	785	31989	
6	221	3	1	-2	852	37978	
7	36	1	1	-2	688	45983	
8	170	2	1	-2	602	51974	
9	54	3	1	-1	636	57963	
10	121	4	1	-1	552	63952	
11	30	1	1	-1	635	69941	
12	129	2	1	-1	654	77930	
13	166	4	1	-1	753	83920	
14	214	1	1	-1	786	89909	
15	219	2	1	-1	625	101898	
16	194	3	1	-1	1021	109893	
17	193	4	1	1	688	117900	
18	254	2	1	1	586	123891	
19	153	1	1	1	856	133880	
20	231	3	1	1	823	143889	
21	158	2	1	1	836	149882	
22	225	4	1	1	826	163871	
23	15	3	1	1	671	171867	
24	245	1	1	1	571	179858	
25	76	2	0	1	669	185849	
26	1	1	0	1	703	191854	
27	74	3	0	1	754	199843	
28	43	4	0	1	736	205834	
29	149	4	0	1	422	215823	
30	18	2	0	1	588	223832	
31	229	1	0	1	754	231823	
32	44	3	0	1	702	237814	
33	41	1	1	2	1303	243803	
34	199	3	1	2	586	249808	
35	105	2	1	2	156	259797	
36	93	4	1	2	621	267790	
37	113	4	1	2	536	273797	
38	119	2	1	2	756	283786	
39	13	3	1	2	621	291779	
40	82	1	1	2	656	301786	
41	19	1	0	2	854	309779	
42	259	4	0	2	704	317770	
43	173	3	0	2	85	323777	
44	104	2	0	2	804	331766	
45	249	4	0	2	821	339757	
46	32	1	0	2	774	351748	
47	195	2	0	2	741	363742	
48	198	3	0	2	469	369753	
49	17	1	1	-2	786	375742	
50	252	2	1	-2	777	389731	
51	147	3	1	-2	906	399744	
52	176	4	1	-2	1086	405737	
53	61	1	1	-2	786	411726	
54	141	3	1	-2	585	417715	
55	207	2	1	-2	654	425720	
56	102	4	1	-2	688	433711	
57	72	1	1	1	721	441702	
58	116	2	1	1	786	447709	
59	133	4	1	1	602	453698	
60	202	3	1	1	906	463687	
61	167	1	1	1	887	471680	
62	215	3	1	1	669	477687	
63	180	2	1	1	754	485676	
64	163	4	1	1	841	497667	
65	31	4	0	1	588	505661	
66	168	1	0	1	821	513652	
67	122	3	0	1	68	519643	
68	242	2	0	1	841	531632	
