Trial	ObjID	LocID	FB	Task	RT	Stim
1	211	1	1	-2	770	4003	
2	182	3	1	-2	792	16009	
3	249	4	1	-2	853	22004	
4	26	2	1	-2	822	30010	
5	163	3	1	-2	871	38002	
6	144	4	1	-2	836	43993	
7	228	2	1	-2	736	49982	
8	261	1	1	-2	655	57971	
9	217	2	1	-1	857	67962	
10	17	4	1	-1	903	73972	
11	171	3	1	-1	852	79961	
12	2	1	1	-1	604	87951	
13	51	4	1	-1	706	97942	
14	166	2	1	-1	853	103935	
15	174	3	1	-1	805	111924	
16	125	1	1	-1	773	121916	
17	32	4	1	2	953	127909	
18	264	3	1	2	586	133898	
19	18	2	1	2	586	139887	
20	70	1	1	2	794	153876	
21	110	4	1	2	796	169890	
22	192	2	1	2	786	175889	
23	169	1	1	2	671	183879	
24	20	3	1	2	771	191870	
25	52	1	0	2	755	199861	
26	85	2	0	2	661	213852	
27	231	4	0	2	822	221849	
28	4	3	0	2	687	229840	
29	115	4	0	2	836	235848	
30	234	3	0	2	1500	245854	
31	13	2	0	2	574	257847	
32	74	1	0	2	686	263859	
33	47	3	1	1	836	269865	
34	102	1	1	1	675	281854	
35	41	4	1	1	742	293866	
36	195	2	1	1	757	303861	
37	258	4	1	1	1003	309871	
38	79	3	1	1	804	317861	
39	154	2	1	1	754	325852	
40	119	1	1	1	821	333843	
41	45	1	0	1	836	339834	
42	186	3	0	1	756	349823	
43	48	2	0	1	1186	355817	
44	127	4	0	1	1003	361806	
45	254	1	0	1	1053	367795	
46	194	3	0	1	653	373784	
47	162	2	0	1	775	385773	
48	14	4	0	1	786	391785	
49	89	2	1	-2	921	399775	
50	65	4	1	-2	723	409766	
51	25	1	1	-2	754	417759	
52	78	3	1	-2	655	425750	
53	206	3	1	-2	870	431741	
54	82	2	1	-2	975	443731	
55	1	4	1	-2	636	449742	
56	215	1	1	-2	707	459748	
57	67	3	1	2	854	467741	
58	136	4	1	2	688	475749	
59	10	2	1	2	636	481757	
60	91	1	1	2	785	487746	
61	15	3	1	2	657	497752	
62	245	2	1	2	653	503762	
63	209	1	1	2	756	513751	
64	77	4	1	2	770	519761	
65	213	3	0	2	721	527767	
66	106	2	0	2	923	537758	
67	132	1	0	2	671	545768	
68	191	4	0	2	902	551760	
69	97	2	0	2	654	559749	
70	263	1	0	2	903	565740	
71	180	4	0	2	836	571729	
72	28	3	0	2	672	579718	
73	188	4	1	1	1205	587726	
74	105	2	1	1	871	595718	
75	251	3	1	1	786	601709	
76	75	1	1	1	85	607698	
77	158	1	1	1	603	613687	
78	94	3	1	1	688	621676	
79	81	4	1	1	690	631684	
80	239	2	1	1	1403	637677	
81	122	2	0	1	669	643667	
82	80	1	0	1	654	651656	
83	116	4	0	1	870	657647	
84	229	3	0	1	772	665636	
85	253	4	0	1	1337	671644	
86	240	2	0	1	886	677634	
87	62	3	0	1	788	685623	
88	187	1	0	1	886	691614	
89	111	1	1	-1	621	4002	
90	69	3	1	-1	753	9993	
91	113	4	1	-1	707	19999	
92	179	2	1	-1	836	26009	
93	95	3	1	-1	721	33998	
94	121	2	1	-1	686	40006	
95	44	4	1	-1	621	47996	
96	63	1	1	-1	671	55987	
97	161	4	1	-1	955	63978	
98	193	1	1	-1	686	69969	
99	198	2	1	-1	836	75958	
100	3	3	1	-1	653	81964	
101	66	3	1	2	671	89954	
102	126	4	1	2	606	99945	
103	31	2	1	2	652	105938	
104	152	1	1	2	669	111927	
105	226	1	1	2	903	117916	
106	262	4	1	2	636	123922	
107	58	2	1	2	785	129912	
108	247	3	1	2	1500	135901	
109	101	1	0	2	594	149890	
110	173	4	0	2	621	157887	
111	100	2	0	2	673	167878	
112	221	3	0	2	802	173872	
113	157	1	0	2	806	183861	
